关注人数,区域,单价,城区,小区,建成年份,总价,户型_厅,户型_室,朝向,标题,楼层,满二年,满五年,装修,近地铁,面积
19,金宝街,114830,东城,禾风相府 ,2004,628,1,1,东 西,东四地铁站精装修一居室看房方便。,低楼层(共14层),False,True,精装,True,54.69
56,广渠门,130740,东城,绿景苑 ,2002,410,0,1,北,绿景苑小户型、楼龄新、看房方便,低楼层(共12层),False,True,简装,False,31.36
53,广渠门,91459,东城,广渠家园 ,2009,560,1,2,西北,东城区广渠家园 正规二居室 无遮挡 全明格局,中楼层(共29层),True,False,精装,False,61.23
35,崇文门,110693,东城,兴隆都市馨园 ,2004,323,1,1,西,东城区 兴隆都市馨园 朝西 323万,低楼层(共7层),False,True,简装,True,29.18
11,广渠门,72899,东城,冠城名敦道A区 ,2009,425,0,1,南,冠城名敦道A区 1室0厅 南,中楼层(共23层),False,True,精装,True,58.3
40,朝阳门内,106871,东城,竹杆胡同 ,2005,728,1,2,南 北,竹杆胡同 南北通透两居室 采光好 无遮挡,高楼层(共6层),False,False,精装,False,68.12
41,永定门,59661,东城,富莱茵花园 ,1995,415,1,2,西,东城区  正规小两居  有电梯,高楼层(共21层),False,False,简装,False,69.56
143,崇文门,87970,东城,兴隆都市馨园 ,2003,468,1,1,南,东城崇文门 都市馨园 正规一居室  诚心卖,高楼层(共7层),False,False,简装,True,53.2
124,广渠门,97550,东城,北京上舍 ,2008,1298,2,3,西南,西南向正规三居室，稳定签约，交通方便,中楼层(共15层),True,False,精装,False,133.06
39,左安门,80327,东城,西四块玉 ,1978,532,2,2,东 西,天坛东门  正规两居室  中间楼层无遮挡,中楼层(共6层),False,False,简装,True,66.23
26,工体,129646,东城,海晟名苑南区 ,2005,1200,1,2,西,东城区小二居，西向两居，采光好，无遮挡,中楼层(共17层),False,False,精装,False,92.56
69,左安门,91981,东城,龙潭北里 ,1960,515,1,3,南 北,龙潭北里   中间楼层   南北通透   三居三居室,中楼层(共5层),False,False,简装,False,55.99
43,工体,108023,东城,工体北里 ,1984,509,1,2,南 西 北,满五年唯一，楼层高，无遮挡，采光好，配套齐全,顶层(共6层),False,True,简装,False,47.12
108,崇文门,99310,东城,新景家园西区 ,2001,1180,1,3,东,满五年家庭名下唯一住房，视野开阔，交通便利人车分流,高楼层(共12层),False,True,精装,True,118.82
189,安贞,73877,东城,安圣苑 ,1999,1479.9,2,4,南 西,东城 满五唯一 高层 视野采光佳 户型方正 配套完善,高楼层(共20层),True,False,精装,False,200.32
169,东直门,100912,东城,东中街 ,1988,498,1,2,南,东城区 东直门 东中街 板楼南向两居室 满五年唯一,底层(共6层),False,True,简装,True,49.35
277,陶然亭,120588,东城,中海紫御公馆 ,2010,1100,2,2,南 西 北,中海紫御公馆南北通透两居室安静不临街明厨明卫,低楼层(共18层),False,True,精装,False,91.22
54,永定门,71641,东城,景泰西里西区 ,2005,435,1,1,南,东城区 景泰西里西区   满五年唯一 商品房,底层(共8层),False,True,精装,False,60.72
35,灯市口,112402,东城,东皇城根南街 ,1987,455,1,1,西,东皇城根南街 近故宫博物院+观景房+可停车+诚信售,高楼层(共6层),False,False,简装,True,40.48
178,东四,156887,东城,辛寺胡同 ,1970,262,0,1,西,辛寺胡同，满两年，产权干净，有钥匙,底层(共1层),False,False,简装,True,16.7
33,工体,101595,东城,海晟名苑北区 ,2007,465,0,1,西,东直门海晟名苑北区西向开间  精装修拎包入住,22层,False,False,精装,False,45.77
123,左安门,85319,东城,龙潭北里 ,1965,505,1,3,南 北,南北3居 4层好 临龙潭湖 诚心出售,中楼层(共5层),False,False,简装,False,59.19
54,永定门,70668,东城,百荣嘉园 ,2015,305,1,1,南,本房为东城区的一居室，南向无遮挡，有电梯，楼龄新,低楼层(共21层),False,False,简装,False,43.16
77,东直门,85048,东城,东直门外大街(东城） ,1992,579,1,2,东南,东直门外大街(东城）东南两居室,低楼层(共14层),False,False,简装,False,68.08
49,永定门,64605,东城,百荣嘉园 ,2015,305,1,1,东,房子东城区南二环边上的一居，东向精装修,低楼层(共21层),False,False,精装,False,47.21
79,崇文门,116991,东城,兴隆都市馨园 ,2004,325,1,1,南,东城崇文门 都市馨园 商品房 小户型  南向全采光,中楼层(共7层),False,False,精装,True,27.78
7,崇文门,117732,东城,兴隆都市馨园 ,2004,328,0,1,南,崇文门新世界商圈 兴隆都市馨园 南向采光好,底层(共7层),False,True,简装,True,27.86
2,崇文门,106966,东城,新世界家园 ,2004,1250,1,2,东 西,东城 崇文门 2003年商品社区 新世界家园 东西两居,底层(共12层),False,True,简装,True,116.86
144,朝阳门内,91566,东城,竹杆胡同 ,2003,888,2,3,东 西,竹杆胡同 东西通透三居 户型好 有电梯,低楼层(共16层),False,True,精装,True,96.98
168,东花市,71253,东城,白桥苑 ,2000,1298,2,4,南 北,白桥苑  南北通透四室 满五年 首套房 看房随时,中楼层(共13层),False,True,简装,False,182.17
133,陶然亭,102940,东城,中海紫御公馆 ,2010,2150,2,4,南 北,中海南北通透四居室北观花园，南采光无遮挡,低楼层(共17层),False,True,精装,False,208.86
143,东直门,98899,东城,万国城MOMA ,2005,3000,2,4,南 西 北,万国城 南北大三居 户型方正 恒温恒湿 刷卡入户,低楼层(共26层),True,False,精装,False,303.34
4,东直门,71809,东城,正东国际大厦 ,2004,1350,2,2,南,正东国际公寓精装南向大两居，高楼层，业主诚意出售。,高楼层(共27层),False,True,精装,False,188
27,崇文门,87985,东城,前门东大街 ,1979,588,1,2,南 北,前门东大街下复式 满五年唯一 电梯直达,中楼层(共12层),False,True,简装,True,66.83
275,天坛,60900,东城,金鱼池西区 ,2003,970,2,4,东南,金鱼池大面积下跃复式，一层和半地下，东南朝向采光好,底层(共5层),False,True,精装,True,159.28
180,崇文门,94662,东城,国瑞城中区 ,2006,555,1,1,南,崇文门商品房低价一居室 朝南 采光好 全明格局,低楼层(共16层),True,False,简装,True,58.63
32,安定门,119684,东城,安外东河沿 ,1988,740,1,2,南 北,交通部央产房 南北向两居室 视野好采光充足,低楼层(共16层),False,True,简装,False,61.83
12,灯市口,121440,东城,柏树胡同 ,1988,665,1,2,南 北,柏树胡同 南北通透 二居室 满五年 有钥匙 邻近地铁,底层(共6层),False,True,简装,True,54.76
73,东花市,74568,东城,东花市北里中区 ,1994,1030,2,3,南 北,"东城东花市北里南北通透复式,双卫不临街，看房方便",顶层(共6层),False,True,简装,False,138.13
98,东直门,64789,东城,东方银座 ,2003,830,1,2,北,东城区东方银座两居，高楼层，采光好，自住装修,高楼层(共26层),False,True,精装,False,128.11
45,和平里,100040,东城,兴化西里 ,1976,751,1,3,南 北,兴化西里 3室1厅 南 北,中楼层(共5层),False,True,精装,False,75.07
60,东直门,90665,东城,元嘉国际公寓 ,2003,1550,2,3,南 北,元嘉国际公寓 东直门 东城区 70年产权 住宅 视野开阔,顶层(共10层),False,True,精装,False,170.96
32,东花市,78076,东城,东花市北里西区 ,1996,1850,2,4,南 北,崇文门 东花市 广渠门 南北通透 全天沐浴阳光 带电梯,高楼层(共9层),False,True,精装,False,236.95
130,永定门,67272,东城,安乐林二条 ,1990,608,2,3,南 北,安乐林二条，南北挂东窗三居室，满五年唯一商品房。,中楼层(共6层),False,True,精装,False,90.38
261,东直门,106601,东城,海运仓小区 ,2002,948,1,3,东 南 西,海运仓小区 平层 板楼 东南西三居 无遮挡,高楼层(共7层),False,True,简装,True,88.93
84,永定门,51826,东城,宝华家园 ,2000,650,1,3,西北,东城区  正规三居室  业主诚心出售,底层(共21层),False,True,简装,False,125.42
159,崇文门,90318,东城,新景家园西区 ,2004,680,1,2,南 北,本房纯板楼设计，南北通透，商品房本无土地出让金,底层(共16层),False,True,简装,True,75.29
38,东花市,126169,东城,富贵园一区 ,2004,1080,1,2,北 南,前后不临街对花园南北通透一梯两户装修好,低楼层(共11层),True,False,精装,False,85.6
102,和平里,107718,东城,和平里七区 ,1979,850,1,3,南 北,和平里 南北通透 中间层 管理好 满五年唯一 随时看房,低楼层(共3层),False,True,精装,False,78.91
15,广渠门,97230,东城,光明西里 ,1991,565,1,2,东 南 北,光明西里 全明格局 南北通透 满五唯一,顶层(共6层),False,True,简装,True,58.11
46,左安门,90571,东城,双玉中街43号院 ,1999,705,1,3,东 西 北,此房东西通透，小区环境安静，管理较好,底层(共6层),True,False,简装,True,77.84
277,永定门,69047,东城,华龙美晟 ,2009,590,1,2,东,2009年商品房社区，中间楼层朝东两居室。,中楼层(共12层),True,False,简装,False,85.45
153,永定门,56369,东城,天天家园 ,2002,728,1,3,西北,东城区 南二环边 三居室复式带电梯,中楼层(共11层),False,True,简装,False,129.15
46,崇文门,89758,东城,国瑞城中区 ,2006,680,1,2,东,国瑞城中区东向2居  户型方正 诚心卖,中楼层(共16层),False,True,简装,True,75.76
62,东花市,77603,东城,东花市北里西区 ,1996,1080,2,2,南 北,东花市北里西区，南北通透两居室，楼层高，采光好。,高楼层(共6层),False,True,简装,False,139.17
66,崇文门,95957,东城,新景家园西区 ,2001,890,1,2,西,商品房 满五唯一 独立小区 人车分流,中楼层(共11层),False,True,精装,True,92.75
134,崇文门,91439,东城,崇文门东大街 ,1980,550,1,2,南 北,南北两居室，电梯直达，满五年，空房出售，随时交易,低楼层(共14层),False,True,简装,True,60.15
175,崇文门,98727,东城,新景家园西区 ,2004,899,1,3,南 北,户型方正，南北通透，两梯四户，看房方便,中楼层(共14层),False,True,简装,True,91.06
141,安定门,98076,东城,安德路47号院 ,1979,586,1,3,南 北,全明格局南北通透三居室 满两年商品房 诚意出售,顶层(共6层),True,False,简装,True,59.75
495,东四,165179,东城,东四北大街 ,2016,370,0,1,东,私产平房，产权清晰，房本满二年，东四北大街,底层(共1层),True,False,简装,True,22.4
104,永定门,65812,东城,景泰西里西区 ,2005,400,1,1,南,景泰西里西区满五年唯一低楼层诚意出售,底层(共8层),False,True,简装,False,60.78
51,永定门,60217,东城,富莱茵花园 ,2001,895,1,3,西南,东城，明厨明卫，西南大三居，户型方正，视野采光好。,中楼层(共21层),False,True,精装,True,148.63
91,永定门,43324,东城,管村26号院 ,1997,294.9,1,2,南 北,东城区 永定门南北两居，精装修，随时可看,地下室(共6层),False,True,精装,False,68.07
34,永定门,56760,东城,富莱茵花园 ,2001,676,1,2,东 北,东城区 2001年商品房 全明格局 单价5.7万 得房率85%,中楼层(共21层),False,True,简装,False,119.1
920,永定门,60418,东城,悠胜美苑 ,2011,515,1,2,西南 东北,东城区，电梯两居，楼龄新，看房方便，签约随时,低楼层(共12层),True,False,简装,False,85.24
139,崇文门,84194,东城,营房西街 ,1990,530,1,2,南 北,天坛营房西街小区 低楼层南北通透,底层(共6层),True,False,简装,True,62.95
323,广渠门,85345,东城,广渠家园 ,2009,640,1,3,南 北,东城区 东二环 广渠门 南北通透三居室,中楼层(共29层),False,True,精装,True,74.99
35,崇文门,98754,东城,新景家园东区 ,2004,895,1,3,东 西,新景家园正规三居，前后不临街，业主诚心出售,高楼层(共16层),False,True,精装,True,90.63
225,朝阳门内,87132,东城,南竹杆胡同 ,2003,845,1,3,南 北,朝阳门内 南竹杆胡同  南北向3居 低楼层,底层(共16层),False,True,精装,True,96.98
202,安定门,85563,东城,安外西河沿 ,1983,755,1,3,东 西,安外西河沿 3室1厅 东 西,中楼层(共11层),False,True,简装,True,88.24
274,崇文门,106294,东城,新景家园西区 ,2004,1015,1,3,南,新景全南三居室，楼层好，位置好，不临街，无遮挡,中楼层(共12层),False,True,简装,True,95.49
8,东花市,97119,东城,东花市北里东区 ,1990,829,1,2,南 北,东花市北里东区 2室1厅 南 北,中楼层(共6层),False,True,其他,False,85.36
300,地安门,114079,东城,菊儿胡同 ,1990,1290,1,3,南 北,菊儿胡同 南北三居室 全明格局,中楼层(共4层),False,True,精装,True,113.08
10,工体,129646,东城,海晟名苑南区 ,2005,1200,1,2,西,海晟名苑西向两居室 看小区花园 观景好,中楼层(共17层),False,True,精装,False,92.56
21,永定门,69715,东城,定安里 ,1983,430,1,3,东 南 北,东城区 定安里小区 南北通透 正规三居 满五唯一诚心卖,高楼层(共6层),True,False,精装,True,61.68
14,广渠门,97457,东城,东环居苑 ,2004,548,1,1,南,广渠门 忠实里东区 全南向一居室 无遮挡,低楼层(共22层),False,True,简装,False,56.23
34,崇文门,89387,东城,兴隆都市馨园 ,2004,475,1,1,南,【新上好房】兴隆都市馨园 满五唯一 南向一居 采光好,高楼层(共7层),False,True,简装,True,53.14
43,永定门,64333,东城,西革新里110号院 ,1992,395,1,2,南 北,二环 东城区，南北向两居 中间层 无遮挡 不临街 诚售,高楼层(共6层),False,True,简装,True,61.4
84,朝阳门内,105883,东城,朝阳门南小街 ,2004,900,1,3,南 北,朝阳门南小街16号 南北三居室  不临街,10层,False,False,其他,True,85
20,天坛,80629,东城,天坛东里中区 ,1970,395,1,2,东 西,二环内、天坛东里中区、精装修东西通透两居室出售,顶层(共5层),False,True,精装,False,48.99
208,东直门,83754,东城,民安小区东直门内北小街 ,2003,1195,2,3,东,民安小区东直门内北小街 带租赁车位,高楼层(共16层),False,True,精装,False,142.68
163,崇文门,89242,东城,法华南里 ,1995,608,1,2,南 北,南北通透   视野开阔  楼层好,中楼层(共6层),False,True,精装,True,68.13
53,崇文门,118928,东城,新景家园东区 ,2005,705,1,1,南,房龄新双南向精装修采光好人车分流,高楼层(共13层),False,True,精装,True,59.28
11,广渠门,90894,东城,东环居苑 ,2004,535,1,1,东南,忠实里东区 东南一居室 高层采光好,顶层(共22层),False,True,简装,False,58.86
42,广渠门,81472,东城,东环居苑 ,2004,795,2,3,东北,东环居苑 3室2厅 东北,低楼层(共18层),False,True,简装,False,97.58
58,和平里,114617,东城,和平里五区 ,1996,465,1,1,西南,东城区和平里五区临地坛公园交通购物方便,底层(共6层),False,True,简装,True,40.57
